bgg_id,best,recommended,not_recommended
225569,1,1,4+
5862,1,1,1
447793,4,2,1
76481,2,1,2+
7712,4,2,1
18843,4,2,1
288654,2,1,1
334782,4,1,1
338425,1,1,1
448958,1,1,1
5779,2,1,2+
35167,2,1,1
188204,1,1,1
239841,1,1+,1
345630,1,2,1
290500,4,3,1
391769,1,1,1
148450,1,1,1+
113428,4,2,3
310076,4,3,1
34222,1,1,1
441712,1,1,1+
175235,1,1,1+
6124,2,1,1
301628,8,4,1
10818,2,1,1
447428,4,3,1
348458,1,1,1
117908,4,3,1
300017,1,4,1
357029,3,1,4+
408288,2,2,3
25204,1,2,1
43168,4,4,1
164010,5,1,1
437109,2,1,6
231611,4,5,9
2833,5,4,1
9189,2,1,2+
6414,3,2,1
31274,4,3,1
328251,4,3,1
129625,4,3,1
313454,3,4,5
385414,1,1,1
190073,6,4,1
370228,1,1,1
6365,4,3,2
12870,3,4,5+
314893,3,1,1
172932,3,2,1
277064,2,4,1
7721,4,1,1
407831,1,2,1
6040,2,2+,1
172509,1,2,1
127436,4,3,1
146765,5,8,1
9246,1,1,1
35354,3,2,1
164829,4,3,1
173752,5,4,2
286833,1,1,1
7956,4,2,1
35481,3,2,1
8756,1,1+,1+
117975,2,4,4+
271762,3,2,1
145653,2,1,1
185246,2,2,1
137179,4,2,1
255,2,1,2+
179930,4,3,1
27781,1,1,1
383135,8,4,1
107464,4,2,1
285128,2,1,4
394327,4,2,2
1622,2,4,1
427336,1,2,6
378913,4,2,7
8201,1,1,1
153830,6,4,1
1700,2,1,1
3075,4,3,1
218235,4,3,1
22299,2,1,1
378625,1,2,2+
182799,4,3,1
633,5,4,2
306538,3,2,1
376570,3,1,2
210817,1,3,1
22305,2,1,1
3725,4,2,1
122867,4,2,1
407694,4,3,1
355459,1,1+,1
231302,6,3,1
360213,2,1,1
153478,4,2,1
428847,1,1,1
486,4,2,1
8103,2,1,1
173673,4,3,1
377651,4,3,1
43693,1,1,1
7622,1,1,1
130734,4,3,1
187834,1,1,1
176651,4,3,1
1132,1,1,1
277181,3,2,1
40961,1,3,4+
402947,1,1+,1+
431040,4,3,2
96672,2,3,1
284209,7,11,1
124760,1,1,1
397426,2,1,1
311192,4,1,1
430534,1,1,1+
28596,1,1,1
165587,3,4,1
446234,1,1,1+
400239,2,5,1
288606,1,2,4
66537,1,1,1
33782,4,2,1
160353,5,3,1
19399,4,2,1
158967,1,1,1
24083,1,3,1
24042,2,4,1
316070,1,1,1
130598,1,4,1
154244,2,1,4+
420901,3,2,1
301785,1,5,5+
191081,3,2,1
332779,5,1,4
450060,3,2,1
31302,2,2+,1
15088,2,1,1
340496,1,1,1
145649,4,2,1
191893,4,2,1
20440,2,1,1
2989,6,5,3
38263,0+,0+,0+
248722,1,1,1
3198,1,1,1
28238,3,2,1
13716,2,1,1
8740,2,1,1
431205,1,1,1
2098,3,4,1
298165,2,3,1
23596,8,1,1
201305,6,3,6+
98960,4,2,1
44715,1,3,1
369473,1,1,1
10471,2,1,1
39124,3,5,1
271037,1,2,5
244691,3,3,1
30261,4,6,2
153811,4,3,1
201560,1,1,1
137841,1,1,1
8744,2,1,2+
19361,4,2,1
383249,4,3,1
12629,2,1,2+
957,3,2,1
146247,2,1,1
419843,1,1,1
429960,4,3,1
32598,2,5,1
448260,3,1,1
5589,4,3,1
369895,1,1,1
70262,4,3,1
7256,3,2,4+
401110,7,6,1
159501,2,3,8+
17269,2,1,1
3793,2,4,1
159041,3,2,1
300082,6,2,1
29879,2,1,1
2176,4,2,1
67695,4,3,1
16110,1,12,1
40567,0+,0+,0+
25104,6,4,1
4163,2,2,1
188793,4,2,1
172550,2,3,1
57834,2,1,1
85338,4,2,2
347107,2,1,1
330555,2,1,6+
180208,4,3,1
35548,2,3,1
14474,4,2,4+
445031,1,1,1
39871,2,1,1
20708,2,1,1
13310,1,3,7+
347581,1,1,1
5174,1,1,1
6832,2,1,1
21488,2,1,1
427162,1,1,1
2260,2,1,1
12686,3,1,1
4623,2,1,1
451930,1,2,1
169652,1,2,1
810,1,2,1
1599,2,1,2+
369984,2,1,1
165999,3,2,1
6698,2,2+,1
374650,1,1,1
4190,2,1,2+
194231,2,3,1
5453,1,1,1
8457,2,1,1
287168,4,3,1
12458,6,3,1
325836,1,1,1
171500,5,6,3
353598,1,2,1
203266,1,1,1
392371,1,1,4
24738,0+,0+,0+
240836,2,1,2+
378953,5,4,1
33870,6,3,1
338739,3,1,1
371802,7,4,1
8122,2,1,1
5118,2,1,1
422395,1,1,1
433560,5,6,1
8652,3,1,1
104858,6,3,1
4177,2,4,1
3543,1,1,1
11339,2,1,2+
144957,2,2,1
193250,4,3,2
193134,1,2,1
358153,1,3,1
269148,3,2,1
205156,4,3,1
360696,4,3,2
9861,2,1,1
262164,4,5,1
110407,1,1,1
8548,2,1,1
136177,1,1,1
29400,1,1,1
300125,1,1,1
16389,4,3,1
287692,3,1,1
140244,4,4,1
168654,1,1,1
210816,1,1,1
233080,1,1,8+
434861,1,1,1+
347912,2,1,1
246822,6,1,1
346430,4,3,1
161881,1,1,1
1616,2,1,1
359961,1,2,2
186421,1,1,1
76542,2,1,3
178098,1,2,4+
137431,2,1,1
131812,5,6,1
231303,1,1,1
65243,2,2+,1
246976,1,1+,1+
287088,1,3,2
89833,1,1,2+
282346,1,1,1
33664,2,1,2+
352126,3,2,1
160868,2,1,1
419648,3,4,1
6740,2,3,1
285885,1,1,1
8981,3,2,1
140600,5,4,1
124757,2,1,1
40964,2,3,1
13363,2,3,1
41699,2,2,1
5897,4,3,1
387166,4,2,1
67499,5,4,1
218955,6,4,2
165095,4,3,2
9350,2,1,1
13832,1,3,1
318544,2,3,1
187814,2,1,1
326582,1,4,1
2599,2,1,1
21141,1,1,1
296736,1,1,1
236480,2,3,1
8589,1,1,1
118326,4,2,1
313166,3,2,1
265715,0+,0+,0+
165464,2,2,1
394163,5,4,1
101872,5,4,1
400567,4,3,2
159865,1,1,1
26157,1,1,1
309352,3,2,1
272443,1,1,1+
450911,3,2,1
398763,2,2,1
1460,4,3,1
367602,1,1,1
25758,3,2,1
146161,1,3,2
1649,2,1,1
4123,4,2,1
2584,2,1,4+
83378,0+,0+,0+
359076,1,1,1
192500,2,1,9
198692,1,1,1
218685,2,1,2+
259346,3,2,1
270514,3,2,1
124248,3,3,1
11126,2,1,4+
222584,2,2,1
346216,4,3,1
349769,5,3,2
67368,1,1,1
3155,3,2,5
140702,2,3,5+
302279,1,1,1
286789,2,1,1
2725,1,1,4+
426314,1,1,1
450550,2,1,1
20839,2,1,1
392836,2,2,4
57865,6,4,1
84442,4,2,1
162070,4,3,1
351149,3,2,1
335729,1,4,1
311751,4,1,1
118001,3,2,1
282410,5,1,1
212610,4,3,1
198881,2,1,1
167579,1,1,1
200257,4,3,2
99791,6,7,1
422535,1,1,1
19671,2,1,1
9844,2,1,2+
148766,5,3,1
172559,1,1,1
218854,6,3,2
172159,2,1,1
372883,1,1,5
267419,1,2,1
223823,2,1,1
139842,3,1,1
10232,2,1,2+
2134,3,5,2
143070,4,3,1
56197,4,2,1
394553,3,2,1
343831,1,1,1
319959,2,2,5
132188,4,3,2
4579,1,1,1
148668,0+,0+,0+
459979,1,1,10+
447090,1,1,1
379555,1,2,2+
36727,1,1,1
329715,6,4,2
197020,2,1,1
331463,4,2,3
147590,1,2,1
213578,4,3,6
93678,4,3,1
91394,3,2,1
25991,1,1,2
184728,2,2+,1
37732,4,5,2
267133,4,5,2
271390,1,2,1
285892,4,2,1
4455,2,1,1
258049,4,1,1
428578,1,3,1
119065,4,3,4+
162120,4,3,2
389429,4,3,1
232097,5,3,1
409534,8,7,1
378917,6,4,1
32025,1,2,4+
154682,3,2,1
120770,1,1,1
194088,3,4,1
224087,1,1,1
3634,2,1,1
112462,4,3,1
177799,0+,0+,0+
324897,1,1,1
208316,1,4,1
368896,4,2,1
313833,0+,0+,0+
15163,4,3,1
393974,1,1,1+
38524,4,3,1
3527,2,1,5
244460,1,1,1
163031,2,4,4+
176400,2,5,1
3829,3,4,1
359127,3,4,4+
118325,4,3,1
1019,5,4,1
351602,1,1,1
290437,2,2,1
184351,3,4,1
423706,2,1,5
207809,1,1,1
39104,4,3,1
382386,1,2,1
291232,1,2,3
32682,1,1,1
234873,1,1,1
191132,1,1,1
4580,1,4,2
231315,4,2,1
268408,1,1,1
8134,2,4,3
38826,2,1,1
263153,1,1,1
282525,4,3,1
70128,1,1,1
206087,4,3,1
338099,4,3,2
3294,3,2,1
9133,1,1,1
39545,2,1,3+
26560,4,3,1
230890,3,2,1
419612,2,1,1
387197,4,2,1
7383,2,1,2+
292810,2,1,6
9597,1,4,1
162888,2,1,4
83199,4,3,1
15866,6,4,1
365920,1,2,1
126419,2,1,1
136712,1,1,1
301637,4,2,1
180915,3,1,1
3731,6,4,10+
369434,2,4,1
462568,4,3,1
43927,6,4,1
17298,4,3,1
63779,1,6,1
33958,4,6,1
285040,2,3,1
1884,6,4,1
8246,2,1,2+
371436,4,2,1
1878,3,2,1
361892,4,3,1
39745,2,1,2+
8044,2,1,1
355035,4,1,1
312682,1,1,1
252135,4,2,1
251535,4,2,1
327075,1,1,1
433826,1,1,1
279747,1,1,1
4620,4,3,1
247394,2,1,4+
391829,4,3,1
21634,5,4,3
18122,2,1,2+
270635,2,3,1
1385,3,1,3
246757,5,3,1
321118,2,1,1
342504,1,1,1
17754,3,1,1
205667,1,1,1
38331,4,2,1
71304,2,1,1
146728,4,3,1
406529,3,2,1
346015,2,2,1
368948,5,3,1
66277,4,3,1
41107,1,1,1
9560,3,3,1
250905,1,1,1
4789,3,2,1
355205,4,3,1
251136,1,1,1
23920,4,2,1
128219,4,3,1
112811,2,1,1
31557,2,1,1
431098,4,1,1
392153,2,1,1
13436,3,2,1
186799,3,2,1
114228,4,2,1
293495,4,1,4+
1171,2,4,1
169465,9,7,1
426476,3,1,1
209836,1,1,1
286834,4,3,1
5224,2,1,1
192909,0+,0+,0+
164652,1,1,1
886,3,2,1
286891,8,5,1
210966,2,1,1
136029,5,5,1
4245,2,1,1
9668,1,5,1
142963,4,2,1
199625,3,2,1
314115,1,2,1
312630,4,3,5+
118128,1,1,1+
418917,3,2,1
5902,2,3,1
20533,5,6,1
277471,3,1,1
153107,2,1,1
99881,4,1,1
69582,1,4,1
41329,3,2,1
2907,3,2,1
333672,2,1,1
202493,1,1,1
9409,5,2,1
266842,4,3,1
129315,2,1,2+
424730,4,2,1
402261,1,2,1
369155,2,4,1
1936,5,3,1
27007,2,1,1
116978,2,3,1
315071,1,1,1
82577,5,2,5+
201890,2,4,1
58707,4,6,1
202674,6,3,2
275998,2,1,1
41587,3,2,1
234052,3,2,1
355135,2,1,1
127434,3,1,2
420700,5,4,1
14715,2,2+,1
264410,4,3,1
173669,4,1,1
109239,4,3,1
376866,6,4,1
16830,2,1,1
39451,1,1,1
166183,4,1,2
155836,8,4,1
271043,2,1,5
381836,2,4,1
430307,1,2,1
90016,1,1,1
152359,2,3,1
326076,1,3,1
229131,1,2,3
227071,2,1,1
452411,4,6,8
377163,4,2,1
150530,1,1,1
38425,4,2,4+
283838,1,1,1
34221,2,1,2+
269175,3,2,1
114143,12,8,3
11320,2,1,1
5210,2,2,1
9398,2,1,1
223149,1,1,1
9512,2,1,1
11466,4,2,1
2111,1,3,5
7981,2,1,1
231538,1,1,1
376316,2,5,1
293458,3,2,1
381318,1,1,1
6805,3,1,1
179320,1,1,1
383012,5,3,1
11836,1,1,1
12062,4,3,1
125609,2,1,3
376715,1,1,1
150033,4,3,1
287677,4,2,1
410706,4,1,1
304,4,3,2
302089,4,3,1
258783,2,3,1
4285,0+,0+,0+
283699,1,1,1
189902,2,1,5+
262079,3,2,1
3664,2,1,1
275711,1,1,1
463446,2,2,5+
422558,2,1,4
336291,1,1,1
345625,1,2,1
3293,4,3,1
337904,5,3,1
165926,4,3,5
260444,4,2,1
55222,1,1,1
224635,1,1,1
124372,4,3,1
7491,2,4,1
189603,2,2,1
34652,2,1,2+
260928,2,1,2+
193029,3,4,1
401312,4,3,1
109044,2,1,1
17452,2,1,2+
154778,6,4,1
5854,6,3,1
190330,5,3,1
5786,4,2,1
9277,2,1,1
156721,5,4,1
17836,1,2,1
186722,2,4,1
10463,2,1,1
260726,1,2,1
367178,2,2,3
337636,3,2,6+
87926,2,2+,1
178177,1,1,1
965,4,5,1
209642,4,3,6+
425636,3,2,1
176562,3,1,1
8364,1,1,1
418513,1,1,1
227599,4,2,1
10095,2,1,2+
5438,2,1,1
142584,3,2,1
93044,3,2,1
3657,2,2,1
2001,4,2,1
219374,1,1,1
2756,5,3,1
346092,1,1,1
198142,2,1,1
227425,3,2,1
225645,1,2,1
194184,4,2,1
410324,1,1,1
11136,2,1,2+
10797,2,1,2+
11404,2,2,1
218993,4,2,1
1689,1,1,1
410187,4,6,9
238915,3,1,1
5881,2,1,4+
8336,2,1,1
433279,5,3,1
355824,1,1,1
355071,4,2,1
445785,4,3,1
346459,1,1,1
290131,2,4,1
21635,2,2,1
7178,3,4,1
258334,3,2,1
379163,2,1,5
273085,25,16,1
3335,2,1,1
8516,1,1,1
415,1,1,1
19540,2,1,1
89610,1,1,1
11421,2,1,1
381144,4,2,6
24826,2,3,4
38949,2,1,1
235293,1,1,1
31070,3,4,1
246346,5,3,1
395786,1,1,1
355274,1,1,1
354219,4,3,1
325210,1,1,1+
17918,2,1,4+
14585,4,2,1
3423,2,3,5
11407,4,2,1
180916,2,1,4+
366351,1,1,1
7063,2,1,1
386891,1,1,1
143588,2,1,1
132261,4,3,1
10348,1,1,1
196031,4,3,1
363991,1,1,1
4909,3,2,1
9343,1,1,1
109643,4,1,2
2839,4,3,1
138167,4,3,1
88960,3,2,1
180147,3,2,1
283942,4,3,1
251593,1,1,1
141997,4,3,1
10533,1,1,1
140861,1,1,1
15901,1,1,1
437997,,,
126168,4,5,3
4675,2,1,2+
316843,3,4,1
377482,2,1,1
80908,4,2,1
367543,5,4,1
5016,2,1,1
337155,2,1,1
7973,3,2,1
182540,1,2,1
131444,1,1,1
212668,4,2,1
369459,3,2,1
425646,1,1,1
426444,1,1,1
148,4,3,1
183346,1,3+,1
18613,1,1,2
314935,1,2,2+
210935,2,2,1
93493,1,1,1
84454,1,2,1
160052,1,1,1
156962,1,3,1
316585,4,3,1
208543,1,2,1
15335,1,1,1
313858,1,1,1
298150,1,1,1
31558,2,1,1
240825,2,3,1
381025,2,1,1
191473,3,4,1
18891,4,3,2
393525,1,1,1
43080,5,4,1
422620,1,1,1
41844,2,3,1
353889,1,2,1
242523,1,1,1
419208,1,4,1
9862,2,1,2+
370839,2,3,1
259704,4,2,1
829,4,3,1
400942,1,1,1
140179,4,2,1
260329,3,2,6
26067,2,1,2+
198551,2,1,1
332317,3,3,1
171475,4,3,1
269729,2,1,4+
223597,4,3,6
260588,4,1,1
93679,1,1,1
286199,1,1,1
287033,1,1,1
5185,2,1,1
320202,2,1,1
225940,2,3,3
274605,4,3,1
431281,5,3,1
2051,1,1,1
191906,2,1,4+
1861,4,3,2
394151,1,1,3
391992,1,1,4+
125895,2,1,1
3005,3,2,1
39527,2,3,2
231788,2,1,1
5519,3,2,1
5860,2,1,2+
141107,1,1,1
35901,1,1,1
423194,2,1,1
147418,6,4,1
143520,6,4,1
153372,3,2,1
383120,1,1,1
368308,3,4,1
151640,6,3,1
791,6,3,1
370047,5,4,1
14377,1,2,1
33024,3,3,1
251825,4,1,2
14151,4,3,1
10610,2,1,3+
14117,1,1,1
215004,1,2,1
6759,2,1,2+
180210,2,1,1
256915,2,1,5
231,5,4,2
51067,1,1,1
101685,3,4,1
205542,2,1,1
132729,1,2,1
20642,2,1,1
28050,2,3,1
398770,1,1,1
2532,4,3,2
136523,2,1,1
295605,1,1+,1
164645,4,3,1
237388,2,2,5+
235482,1,1,1
3535,4,2,1
340354,3,5,1
439646,1,1,1
436935,5,3,1
375287,2,5,1
150500,4,2,4+
361186,4,3,1
157291,4,2,1
17909,4,2,1
29489,1,1,1
306029,1,1,1+
362797,2,1,5
145929,4,3,1
247979,4,2,1
2383,2,1,1
284417,4,2,1
16214,2,3,1
328294,4,3,2
143666,4,3,1
43268,3,4,1
320540,1,1,1
217268,1,2,1
349490,4,4,1
24485,4,3,1
115944,2,2,1
8279,1,1,1
12856,2,2+,1
70488,4,2,2
13818,1,1,1
42352,2,1,2+
280378,3,2,1
150422,1,1+,1+
29291,2,4,1
6706,2,1,1
113456,2,1,3
24318,4,2,1
422334,1,1,1
200836,3,2,1
6983,3,2,1
205884,3,4,1
1609,4,2,6+
5054,2,1,2+
253705,4,2,1
149035,2,2,1
3049,2,1,1
97990,4,2,1
182960,2,3,1
141483,4,1,1
210425,3,2,1
29258,2,1,1
188753,1,1,1
187200,2,1,2+
104814,2,1,1
262407,1,2,1
1133,4,3,2
371838,1,1,1
69356,3,4,5
301710,2,1,1
361049,4,2,1
17285,1,1,1
31358,2,3,1
352599,3,2,1
374209,1,1,1
142517,2,4,1
324,1,1,1
445644,3,2,1
273825,1,1,1+
5002,1,1,11
2581,2,2+,1
17379,2,1,1
130837,4,2,1
260233,1,1,1
178348,1,1,1
70325,1,5,1
36352,2,1,2+
203760,1,2,3
206170,2,1,1
227018,5,4,1
233869,5,4,1
286535,4,2,1
61383,4,3,1
184012,3,2,1
3827,1,1,1
243708,4,2,1
14196,1,1,1
236184,1,1,1
275554,1,1,1
13378,2,1,1
1054,3,2,1
22062,3,2,1
168226,3,2,1
8330,2,2+,1
137047,2,2,1
254618,6,1,1
28306,2,1,1
30583,2,1,1
4237,2,1,2+
65488,4,2,1
17676,2,1,1
265219,1,1,1
310774,7,5,1
1365,2,1,1
61902,5,4,1
5515,1,1,1
6003,1,1,1
337958,4,2,1
428353,1,1,1
185028,1,2,1
391354,4,3,1
21412,1,1,1
32333,3,2,1
181928,1,4,1
450521,1,3,4+
17577,4,3,1
429463,4,3,1
40653,1,2,1
257961,3,2,1
239621,1,7,1
35610,1,1,1
188952,4,2,1
305841,1,2,1
372413,4,1,1
180565,1,3,1
18788,6,4,1
217035,6,2,1
9565,2,1,1
4979,2,2,3
209447,5,1,3
381510,1,1,1
194454,2,1,1
76442,2,3,1
275274,7,5,1
160773,4,3,2
32969,4,3,2
360455,2,2,1
85999,1,5,1
303276,1,1,1
139728,2,4,1
144310,5,2,1
370600,7,5,1
400093,1,1,1+
5134,1,1,1
284646,1,1,1
260562,4,1,1
84247,2,5,1
344799,4,6,1
414469,6,4,1
1866,2,1,1
19534,2,1,2+
9784,2,3,1
184861,1,1,1
11972,4,2,1
11689,1,1,1
32428,2,1,1
354124,1,1,1
113360,1,1,1
144874,6,1,1
192237,1,2,1
87876,2,3,1
4434,5,3,1
365555,3,2,1
378074,2,3,1
386547,4,3,1
175418,4,3,1
19201,1,1,1
105004,2,2,4
257955,3,3,1
103755,1,2,1
111841,1,3,1
8741,2,1,2+
29020,4,5,2
131895,2,1,3+
130668,2,1,1
73251,2,1,1
172168,1,1,1
200115,3,4,1
215526,4,5,1
269242,1,1,1
204892,4,3,1
98978,2,1,1
4259,2,1,1
1727,3,2,1
269238,4,3,1
11177,2,3,4+
273,6,5,3
3552,1,3,1
5502,2,2+,1
24794,1,1,1
9319,3,2,1
147852,1,1,1
15334,1,1,1
170994,2,1,1
22035,2,2,1
39326,2,1,2+
3305,4,3,1
136566,2,3,1
192730,3,1,1
144417,2,1,4+
6130,2,1,1
72751,4,2,1
409506,2,4,4+
166556,4,7,3
11527,2,1,1
260902,4,3,1
86882,4,2,1
403393,3,2,1
28109,2,1,2+
242550,3,2,1
313306,4,3,2
418883,3,2,1
4516,1,1,1
374680,6,3,1
9033,2,1,1
415081,4,3,1
3435,2,1,3
42644,4,3,1
22753,3,2,1
38330,2,2,1
3046,2,1,2+
290906,3,2,1
348964,5,4,1
23735,2,1,1
146994,1,1,1
245025,5,2,1
198886,2,1,1
237648,3,1,1
601,3,1,1
29433,3,5,1
211485,2,4,1
66533,1,2,1
155586,2,4,1
12644,1,1,1
244079,1,1,1
6466,3,4,1
260724,4,3,1
21001,5,4,1
245131,1,1,1
19432,2,1,1
25470,2,1,1
414275,1,1,1
346017,2,2,5
43486,1,1,1
1529,2,1,1
35137,3,2,1
4843,2,1,1
76085,0+,0+,0+
107834,3,3,1
223790,4,3,1
213260,4,1,1
147892,3,2,1
5201,2,1,1
254147,1,1,1
334781,2,1,2+
89611,3,2,1
3354,2,1,1
12306,2,3,5
286661,6,4,1
358285,1,2,1
26293,2,1,2+
347564,5,3,1
40092,4,5,1
4082,1,1,1
196234,2,1,4+
148522,4,2,1
137156,4,2,1
99227,1,1,1+
119109,4,1,1
8755,2,1,1
183887,3,2,1
298541,1,1,1
2970,3,2,1
99880,4,3,1
231019,1,7,1
94633,2,1,1
408250,4,3,2
131474,3,4,1
279902,1,1,1
5322,2,1,2+
335650,2,1,1
18732,4,3,1
218460,1,1,1
372857,1,1,1
155994,1,1,1
25013,3,2,5
278017,4,3,1
245503,1,1,1
5411,3,2,1
4392,1,1,1
334125,4,3,1
2749,2,1,3
386186,1,2,4
15214,4,3,1
22594,1,1,1
390568,1,1,1
339475,1,1,1
370694,2,4+,1
138206,2,1,1
237171,1,2,1
339975,1,1,1
848,4,3,1
406911,3,2,1
201458,4,3,1
69823,4,2,1
313542,1,1,1
357984,1,2,1
343056,1,2,4+
202776,2,1,1
163242,3,2,1
23619,2,1,1
236202,1,1,1
26301,2,1,1
5707,4,3,1
6452,4,2,1
40416,4,3,1
278688,5,3,1
99045,2,1,1
10820,6,4,1
106821,2,1,1
410115,6,4,1
76447,4,3,2
37401,2,1,1
433340,2,1,1
10256,4,2,1
215806,3,2,1
25925,4,3,1
80719,4,1,1
415182,2,4,1
21219,4,3,2
166532,4,2,1
94596,4,2,1
22464,4,5,1
376546,3,2,1
309852,1,1,1
217827,4,2,1
5221,2,1,1
19442,1,1,1
214849,2,1,1
1960,2,3,1
41021,4,1,4+
12453,4,3,1
253913,1,1,1
97336,2,1,1
172557,6,4,1
255173,1,1,1
334266,2,4,6
15958,2,1,1
13623,0+,0+,0+
422218,1,2,1
4281,1,1,1
9845,2,1,1
75783,2,1,1
143839,2,1,2+
204138,0+,0+,0+
235940,1,4,1
374018,2,3,4
225828,7,5,1
165884,3,1,1
7920,2,1,7
209893,3,2,1
368024,4,2,1
173292,1,1,1
386767,1,2,1
4479,4,3,1
94683,2,2,1
181390,2,2,1
402853,5,4,1
6342,4+,4,1
234977,1,1,1
405711,2,3,1
170577,5,3,1
6408,2,1,1
19451,4,3,1
8360,2,1,2+
249289,4,2,1
254425,1,1,1
254646,4,3,1
152621,6,2,1
231331,2,1,1
229537,2,2,1
78647,1,1,1
159502,4,2,1
3557,2,1,1
254029,1,2,1
294320,3,5,1
156113,4,3,1
272078,3,2,1
363165,1,1,1
268377,2,1,1
3174,2,1,2+
15164,2,1,1
391494,1,2,1
380110,1,1,1
22176,2,1,1
342839,1,1,1
325570,1,1,1
366932,4,3,1
298396,2,1,1
423667,2,1,4+
2609,4,3,1
136032,2,1,2+
882,4,3,1
38328,5,3,2
323601,1,1,1
12823,1,1,1
524,4,3,2
419086,4,2,1
324429,4,2,5
14394,2,1,2+
25665,4,1,4+
104351,2,1,2+
312206,4,2,1
216330,4,3,1
255286,1,1,1
257076,4,3,1
286659,2,3,1
19877,3,5,1
233206,7,5,1
47158,2,2,1
13495,1,1,1
17158,1,1,1
310993,4,1,1
13767,4,2,1
278267,2,2,1
7947,1,1,1
21012,1,1,1
329883,1,1,1
270552,1,1,1
260833,1,1,1
13357,8,4,1
33414,5,4,1
429853,2,1,1
419892,4,3,1
229955,3,3,1
56759,1,1,1
234859,1,1,1
254230,1,1,1
337932,4,2,1
216013,4,4,1
230065,4,3,1
3360,2,3,1
154537,4,1,1
433614,1,1,1
320766,2,4,1
37686,5,6,1
285524,1,1,1
127947,2,1,1
12385,2,1,3
10753,1,7,1
9871,2,1,1
17037,2,1,4+
88858,2,1,1
303074,3,2,1
179552,4,3,1
24644,2,4,1
209411,4,3,4+
32855,4,3,1
207719,4,3,1
4295,1,1,1
42309,4,2,1
130188,2,4,1
129988,4,6,1
209862,1,1,1
1343,3,4,1
158059,1,1,1
37,1,1,1
153432,2,4,1
153820,1,1,1
436045,3,2,1
3001,4,3,2
209487,4,2,1
320136,2,1,1
166333,4,1,2
247488,4,3,5
113324,1,1,1
164930,7,6,1
25168,1,1,1
131304,3,2,1
10372,2,1,1
40569,1,1,1
378623,1,2,2+
277671,5,3,1
41860,4,6,1
328557,2,1,1
34065,2,3,1
277323,1,1,1
269620,2,1,3+
284299,4,3,1
13830,2,3,1
201345,5,3,3
394551,1,1,1
223223,1,1,1
209538,4,3,1
112840,2,4,1
370405,1,3,1
208807,1,3,1
237719,2,3,3+
88633,4,2,1
143703,1,1,1
163144,2,3,1
10188,1,1,1
388659,6,4,8+
319299,4,1,1
70376,1,8,1
255597,3,5,1
66969,4,3,1
312533,1,4,2
252465,2,1,1
15196,4,3,1
384138,8,5,1
383131,1,1,1
66457,1,1,1
292494,1,1,1
246203,4,1,3
215287,8,5,1
187806,1,1,1
341441,4,1,1
226529,4,1,2
11924,1,1,1
192017,2,1,1
173878,1,2,1
218231,4,2,1
143250,4,2,1
21717,1,1,1
55492,5,6,2
190523,4,3,1
316594,2,3,5
338985,4,2,1
205495,1,1,1
297555,3,4,1
156224,3,2,1
4410,1,1,1
1581,3,2,1
1127,2,4,1
8382,2,1,2+
259727,1,1,1
421631,1,1,1
40943,2,1,1
169855,4,3,1
439091,3,2,1
153213,4,3,1
7977,2,1,2+
23777,2,1,1
396714,1,3,2
233805,4,3,2
300008,2,1,1
158774,4,3,1
141577,1,3,1
34218,2,2,1
120000,2,1,1
231273,4,3,1
334988,4,2,1
419831,4,2,1
428030,6,4,1
12212,2,1,1
132616,1,1,1
445698,1,1,1
204410,1,1,1
26956,6,5,1
233854,2,1,1
5348,2,1,2+
254231,4,2,1
6129,2,1,4+
343290,1,1,1
145872,2,1,2+
1996,2,3,1
168436,1,1,1
368814,4,2,1
173184,2,1,2+
233951,1,1,1
40440,2,2,3
197433,4,3,1
114405,4,3,1
350204,2,1,1
184525,6,4,1
3924,2,2,1
159410,3,2,1
163077,1,1+,1
281460,2,3,1
153216,1,1,1
37059,1,5,1
7006,4,2,1
10154,6,3,2
311332,1,1,1
355439,2,1,4
31335,4,3,1
151530,3,2,4
31453,1,4,1
42882,5,1,1
183145,6,4,1
244531,1,1,1
3499,2,2,1
62626,4,2,1
402457,1,1,1
14142,1,2,1
310957,1,1,1
63788,1,1,1+
186461,1,4,1
275703,1,1,1
259833,4,2,1
164187,2,1,1
117815,5,2,1
342054,4,3,1
143842,2,1,2+
455524,1,4,1
244911,1,1,1
310300,3,2,1
21716,2,1,1
16826,1,1+,1+
124199,1,1+,1+
157148,1,2,1
235616,4,2,1
7048,4,5,1
6406,2,1,2+
11187,2,1,1
253819,4,3,1
4360,2,1,2+
342177,1,3,6
4799,2,2,1
200988,1,1,1
210015,4,3,1
157014,4,2,1
141920,4,3,2
8001,4,2,4+
217322,3,2,1
31858,1,1,1
68743,2,1,1
12539,1,1,1
330747,1,1,1
25988,2,1,1
235699,1,1,1
13010,4,2,1
1336,3,3,1
118515,3,2,1
431022,1,1,1
148049,1,1,1
6902,2,2,1
3325,1,1,1
262562,3,2,1
19623,1,1,1
64426,3,4,1
7081,1,1,1
428771,1,1,1
419262,2,2,1
1777,4,1,5
117885,5,3,1
88296,1,1,1
438689,6,8,1
249825,2,1,1
232874,4,3,1
132406,4,3,1
4272,6,1,1
12059,4,2,1
294524,4,2,3
200527,2,1,3
288182,1,1,1
38824,2,1,2+
227196,2,4,1
429763,1,1,1
318185,1,1,1
166475,4,2,1
211693,4,2,1
